,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
10315,CC(N=C(O)c1cc(SCCC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,0,0,0,0,0,0,0,-1,0,0
10316,N#CC[C@H](C1CCCC1)n1cc(-c2nc[nH]c3nccc2-3)cn1,0,0,0,0,0,0,0,0,0,0,-1
10317,COC(=O)C1=C(C#N)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0,0,0,0,0,-1,0,0,0,0,0
10318,NCCCCCCN,0,0,0,0,-1,-1,0,0,0,0,0
10319,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,0,0,0,0,0,0,0,0,0,0,-1
10320,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,0,0,0,0,1,-1,0,0,0,0,0
10321,CC(C)(C)OC(=O)N1CC(F)CC1C(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
10322,CCC[NH+](CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,-1,0,0,0,0,0,0,0,0,0,0
10323,COC(C)(C)OC,0,0,0,0,-1,-1,0,0,0,0,0
10324,CCOC(=O)Cc1cccc2ccccc12,0,0,0,0,0,-1,0,0,0,0,0
10325,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0,0,0,0,-1,-1,0,0,0,0,0
10326,CC(C)(C#N)c1ccc(N2C(=O)OCc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)cc1,0,0,0,0,0,0,0,0,0,0,-1
10327,O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,0,0,0,0,-1,-1,0,0,0,0,0
10328,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C.Cl,0,0,1,0,0,0,0,0,0,0,0
10329,CC(C)CC(N=C(O)C(N)CCC(=O)[O-])C(O)=NC(CC(=O)[O-])C(O)=NC(CC(C)C)C(O)CC(C)C(O)=NC(C(O)=NC(CCC(=O)[O-])C(O)=NC(Cc1ccccc1)C(=O)O)C(C)C,0,0,0,0,0,0,0,0,1,0,0
10330,CCCn1[nH]nnc1=NC(=O)c1ccco1,0,0,0,0,0,0,0,0,0,-1,0
10331,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,0,0,0,0,0,0,1,0,0,0,0
10332,CN(C)CC[C@]1(c2ccccc2)CCc2ccccc2C1=O,0,0,1,0,0,0,0,0,0,0,0
10333,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,0,0,0,0,-1,0,0,0,0,0,0
10334,N=C(O)c1ccc(=N)[nH]c1,0,0,0,0,0,0,0,0,0,0,0
10335,O=C(O)CCc1c[nH]c2ccccc12,0,0,0,0,0,0,0,0,0,0,-1
10336,COCCC(O)=Nc1cccc(C2(C3CCCCC3)NC(=N)N(C)C2=O)c1,0,0,0,0,0,0,0,0,-1,0,0
10337,Br.CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1,0,0,0,0,0,0,0,0,0,0,-1
10338,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,-1,0,0,-1,0,0,0,0,0,0,-1
10339,CC12Cc3nonc3CC1CCC1C2CCC2(C)C1CCC2(C)O,0,0,0,0,0,-1,0,0,0,0,0
10340,COc1cccc2c1C(=O)c1c(O)c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-1,0,0,0,0,0,0,0,0,0,0
10341,OCC1CO1,0,0,0,0,-1,-1,0,0,0,0,0
10342,CCC(CC(O)=NC(C)C)n1c(=N)[nH]c2cc(Cl)ccc21,0,0,0,0,0,0,0,0,-1,0,0
10343,Cc1ncsc1CCCl,0,0,1,0,-1,-1,0,0,0,0,0
10344,CCC(C)C1(N=C(C)O)CCN(C(CCc2ccccc2)C(O)=NC(Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2Cc3ccccc3C[NH2+]2)C1=O,0,0,0,0,0,0,0,0,-1,0,0
10345,C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21,-1,0,0,0,0,0,0,0,0,0,0
10346,CCC[C@@H]1C(C(C)=O)=C(C)N(CC(=O)OC(C)C)C(C)=C1C(O)=N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(OC)c1,0,0,0,0,0,0,0,0,-1,0,0
10347,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C(C)(C)C)cs2)CCCCC1,0,0,0,0,0,0,0,0,-1,0,0
10348,CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,0,0,0,0,0,0,0,0,0,0,0
10349,N=C(O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
10350,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,0,0,1,0,0,0,0,0,0,0,0
10351,N#Cc1cnc2c(Cl)cc(NCc3cn(CCN4CCCCCC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,-1
10352,CSc1nc(=NC2CC2)nc(NC(C)(C)C)[nH]1,0,0,0,0,1,-1,0,0,0,0,0
10353,CCNC(C)Cc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
10354,CN1C(=N)NC(c2ccncc2)(c2cccc(-c3cnccn3)c2)C1=O,0,0,0,0,0,0,0,0,1,0,0
10355,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],0,0,0,0,0,0,0,0,0,0,-1
10356,N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1,0,0,0,0,0,0,0,0,0,0,-1
10357,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.[Br-],0,0,0,0,0,0,0,0,0,0,-1
10358,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,0,0,0,1,-1,-1,0,0,0,0,0
10359,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,-1,-1,0,0,0,0,0,-1,0,0,0
10360,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(O)=NC3=O)c3ccccc3n2)CC1,0,0,0,0,0,0,0,0,0,0,-1
10361,COC(=O)CC(C)=O,0,0,0,0,-1,-1,0,0,0,0,0
10362,CCN(CC)c1cccc(C)c1,0,0,0,0,0,0,0,0,0,0,0
10363,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0,0,0,0,-1,-1,0,0,0,0,0
10364,CC(C)NCC(O)c1ccc2ccccc2c1,0,0,0,0,-1,-1,0,0,0,0,0
10365,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0,0,0,1,-1,-1,0,0,0,0,0
10366,OC1CN(C(c2ccccc2)c2ccccc2)C1,0,0,0,0,0,0,0,0,0,-1,0
10367,CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)C[C@H](C)C3=O)CC[C@H](OC)[C@]34C2[C@H](OC)[C@](O)([C@H]13)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2OC,0,0,0,0,0,0,0,0,0,0,-1
10368,O=C(Cc1ccccc1)OCc1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
10369,O=C(O)CC[C@@H](CP(=O)(O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
10370,OCCOCC[NH+]1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1,-1,0,0,0,0,0,0,0,0,0,0
10371,CC[C@H](N=C(O)c1c(OCCN=C(O)[C@@H]2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,0,-1,0,0,0,0,0,0,0,0
10372,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0,0,0,1,0,0,0,0,0,0,0
10373,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=N)O)c1nnc(C)n1-2,0,0,0,0,0,0,0,0,0,0,-1
10374,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],0,0,0,0,0,0,0,0,0,0,-1
10375,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,0,0,0,0,0,0,0,0,0,0,-1
10376,COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0,0,0,0,-1,-1,0,0,0,0,0
10377,Nc1ccccc1Cl,0,0,0,0,-1,-1,0,0,0,0,0
10378,Cc1ccc2ccccc2n1,0,0,0,0,-1,-1,0,0,0,0,0
10379,Clc1ccc(OCC2=NCCN2)cc1Cl,0,0,1,0,0,0,0,0,0,0,0
10380,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,0,0,0,0,0,0,0,0,0,0,-1
10381,CC(C)c1cccc(C(C)C)c1N=C([O-])CN(CC(=O)O)CC(=O)O,-1,0,0,0,0,0,0,0,0,0,0
10382,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,0,0,0,0,-1,-1,0,0,0,0,0
10383,Cc1ccc(S)cc1,0,0,0,0,-1,-1,0,0,0,0,0
10384,CC1CCC(C(C)C)C(=O)C1,0,0,0,0,-1,-1,0,0,0,0,0
10385,CO[C@@]1(N=C(O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@@H]21,0,1,1,0,0,0,0,-1,0,0,0
10386,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(O)=NC2CC(F)(F)C2)c2ccccc2Cl)c1,0,0,0,0,0,0,0,0,0,0,-1
10387,CNc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
10388,N=C1NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)C2=NCC(F)(F)CN12,0,0,0,0,0,0,0,0,-1,0,0
10389,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,-1,1,0,0,0,0,0,-1,0,0,0
10390,CCCCCCCCCCCBr,0,0,0,0,0,-1,0,0,0,0,0
10391,C=C(C)c1cccc(C(=C)C)c1,0,0,0,0,-1,-1,0,0,0,0,0
10392,Cn1c(COc2ccc(CC3SC(=O)N=C3O)cc2)nc2ccccc2c1=O,0,0,0,0,0,0,0,0,0,0,-1
10393,NN=c1[nH]nc(Cc2ccncc2)c2ccccc12,0,0,0,0,0,-1,0,0,0,0,0
10394,CC(C)C[C@H](N=C(O)[C@H](CC(=N)[O-])N=C(O)[C@@H](N=C(O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)[C@@H]1CCC[C@H]1C(O)=N[C@@H](C)C(=O)O,0,0,0,0,0,0,0,0,1,0,0
10395,CN=C(O)c1c(I)c(N=C(C)O)c(I)c(C(=O)O)c1I,0,-1,0,1,0,0,0,-1,0,0,-1
10396,S=C=Nc1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,0
10397,CN(Cc1cccc(C(F)(F)F)c1)C(=O)CCl,0,0,0,0,0,0,0,0,0,-1,0
10398,Oc1cccc2c(O)cccc12,0,0,0,0,0,0,0,0,0,0,0
10399,CCOC(=O)CC(=O)OCC,0,0,0,0,-1,-1,0,0,0,0,0
10400,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,0,0,1,-1,-1,0,0,0,0,0
10401,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,0,0,0,1,-1,0,0,0,0,0
10402,COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1,0,0,0,0,0,0,0,0,0,0,-1
10403,C#CC[C@H](c1nc2cc(Cl)ccc2c(=O)n1Nc1ccccc1)N(CCCN)C(=O)c1cccc(Cl)c1F,0,0,0,0,0,0,0,0,0,0,-1
10404,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,-1,0,1,0,0,0,-1,0,0,0,0
10405,CC[N+](CC)(CC)CC,0,0,0,0,0,-1,0,0,0,0,0
10406,c1ccc(C2CC2)c(OCC2=NCCN2)c1,0,0,0,0,-1,-1,0,0,0,0,0
10407,COc1cccc(OCCCN)c1-c1cc(=Nc2cnc(C#N)cn2)[nH][nH]1,0,0,0,0,0,0,0,0,0,0,-1
10408,COc1ccc(C2(c3cccc(-c4cncnc4)c3)COC(=N)N2)cc1,0,0,0,0,0,0,0,0,-1,0,0
10409,CCCCCCOC(=O)CCC(=O)C[NH3+],-1,0,0,0,0,0,0,0,0,0,0
10410,O=C(O)CCCCCCCCCCCC(=O)O,0,0,0,0,-1,-1,0,0,0,0,0
10411,Cc1cccc(C)c1[N+](=O)[O-],0,0,0,0,-1,-1,0,0,0,0,0
10412,O=C(O)CC(=O)C(=O)O,0,0,0,0,-1,-1,0,0,0,0,-1
10413,CC1(O)CCC(C(C)(C)O)CC1,0,0,0,0,-1,-1,0,0,0,0,-1
10414,CN(C)C1C(=O)/C(=C(/O)NCN2CCN(C(=N)NC(=N)N)CC2)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,0,0,-1,0,0,0,0,0,0,0,0
10415,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,-1,1,1,1,-1,-1,-1,-1,0,0,0
10416,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0,0,0,0,-1,-1,0,0,0,0,0
10417,C[C@H](N=C(O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,0,0,0,0,0,0,0,0,0,0,-1
10418,Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21,0,0,1,0,0,0,0,0,0,0,0
10419,CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C,0,0,0,0,-1,-1,0,0,0,0,0
10420,CC(=O)OCCOCCOCCOC(C)=O,0,0,0,0,-1,-1,0,0,0,0,0
10421,O=C(CN=C(O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,0,-1,0,0,0,0,0,-1,0,0,0
10422,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,0,0,0,0,0,0,0,0,0,0,-1
10423,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0,0,0,-1,-1,-1,0,0,0,0,0
10424,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0,1,1,1,0,-1,0,-1,0,0,0
10425,CC(Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,0,0,0,0,0,0,0,0,0,0,-1
10426,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,0,0,0,0,0,0,0,0,0,0,-1
10427,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0,0,0,0,0,0,1,0,0,0,0
10428,C=Cc1ccc(S(=O)(=O)O)cc1,0,0,0,0,0,-1,0,0,0,0,0
10429,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,0,0,0,0,0,0,0,0,0,0,-1
10430,CCCCCCCCC=CCCCOC(C)=O,0,0,0,0,-1,-1,0,0,0,0,0
10431,COc1ccc2[nH]c3c(c(=N)c2c1)CCCC3,0,0,0,0,0,0,0,0,0,0,-1
10432,C=Cc1ccc(C(C)(C)C)cc1,0,0,0,0,0,-1,0,0,0,0,0
10433,C=CCOc1ccc(CC(=O)O)cc1Cl,0,-1,0,0,-1,-1,-1,1,0,0,-1
10434,CC1(C)Cc2ccc(-c3cncc(F)c3)cc2C2(COC(=N)N2)C1,0,0,0,0,0,0,0,0,-1,0,0
10435,Cc1c(N)cccc1C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0
10436,NS(=O)(=O)c1ccccc1OC(F)(F)F,0,0,0,0,-1,-1,0,0,0,0,0
10437,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,-1,-1,0,1,0,0,-1,-1,0,0,-1
10438,CCCCN(C)C(=O)n1cc(C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C2Cc3ccccc3CN2)c2ccc[nH+]c21,0,0,0,0,0,0,0,0,-1,0,0
10439,c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,0,0,0,0,0,-1,0,0,0,0,-1
10440,O=C(c1ccccc1O)c1ccccc1O,0,0,0,0,1,-1,0,0,0,0,0
10441,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC,0,0,0,0,0,0,0,0,0,0,-1
10442,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,0,0,0,0,1,-1,0,0,0,0,0
10443,SC(=Nc1ccccc1)Nc1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
10444,CNC(C)C(O)c1ccccc1,0,0,0,-1,-1,-1,0,0,0,0,0
10445,O=C(CBr)c1ccc(O)cc1,0,0,0,0,0,-1,0,0,0,0,0
10446,O=C(O)C(Br)Br,0,0,0,0,-1,-1,0,0,0,0,0
10447,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0,0,0,0,0,0,0,0,0,0,-1
10448,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-1,-1,0,1,-1,-1,-1,-1,0,0,0
10449,CC(C)(C)C(=O)C(=Nc1ccc(Cl)cc1)NNc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,-1
10450,Cc1cc2cc(c1)C(O)=NC(C(O)C[NH2+]Cc1cccc(C(C)C)c1)COC/C=C/CCN=C2O,0,0,0,0,0,0,0,0,-1,0,0
10451,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,0,0,0,0,0,0,-1,0,0,0,0
10452,CNS(=O)(=O)c1ccccc1Cl,0,0,0,0,0,0,0,0,0,-1,0
10453,O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0,0,0,0,-1,-1,0,0,0,0,0
10454,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,0,0,0,0,0,0,0,0,0,0,0
10455,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,0,0,0,0,0,0,0,0,0,0,-1
10456,O=C([O-])[O-].[Na+].[Na+],0,0,0,-1,0,0,0,0,0,0,0
10457,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,0,0,0,0,0,0,0,0,0,0,-1
10458,CN(C)C1CCCCC1,0,0,0,0,0,-1,0,0,0,0,0
10459,[Na+].[O-]C1=NC(O)=NC1(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
10460,CCC(=O)N(c1ccccc1)C1CCNCC1,0,0,0,0,0,0,0,0,0,0,0
10461,Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,0,0,0,0,0,-1,0,0,0,0,0
10462,CC(C)OC(=O)CN1C=C(C(=O)OC(C)(C)C)[C@@H](C)C(C(O)=N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)=C1,0,0,0,0,0,0,0,0,-1,0,0
10463,N#C/C(=C\c1ccc(O)c(O)c1)C(O)=Nc1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
10464,C=CC(=O)N1CCN(C(=O)CNc2cc(I)c(Cl)cc2O)CC1,0,0,0,0,0,0,0,0,0,0,-1
10465,O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,0,0,0,1,0,0,0,0,0,0,0
10466,CC(C)Nc1cccnc1,0,0,0,0,0,0,0,0,0,-1,0
10467,Cl.Cl.Cn1cnc(N)c1,0,0,0,0,0,0,0,0,0,-1,0
10468,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,0,0,0,0,-1,-1,0,0,0,0,0
10469,Nc1ncnc2c1ncn2C1CCCO1,0,0,0,0,0,0,0,0,0,0,-1
10470,CCCCc1cc2ccccc2c(OCCN(C)C)n1,0,0,0,0,0,-1,0,0,0,0,0
10471,CCCCCCCCCCCCc1ccc(S(=O)(=O)Nc2nncs2)cc1,0,0,0,0,0,0,0,0,0,0,-1
10472,O=c1nc(O)ccn1C1OC(CO)C(O)C1O,0,0,1,0,0,0,0,0,0,0,0
10473,COCCOCCO,0,0,0,0,-1,-1,0,0,0,0,0
10474,COc1cccc(Br)c1,0,0,0,0,-1,-1,0,0,0,0,0
10475,CCCCCOc1ccc(C2SC(=O)N=C2O)cc1OCC,0,0,0,0,0,-1,0,0,0,0,0
10476,COc1ccc(N(C)C)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,0,-1,0,0,0,0,0,-1,0,0,0
10477,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,0,0,0,0,0,-1,0,0,0,0,0
10478,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,0,0,0,0,0,0,0,0,0,0,-1
10479,COc1ccc(C(N)C(=O)O)cc1,0,0,0,0,0,0,0,0,0,-1,0
10480,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,0,0,0,0,0,0,0,0,0,0,-1
10481,N=C(S)Nc1ccccc1,0,0,0,0,-1,-1,0,0,0,0,0
10482,Cn1cc(-c2cscc2CC(NC2=NC(C)(C)Cc3cc(Cl)ccc32)C(=O)[O-])cn1,0,0,0,0,0,0,0,0,-1,0,0
10483,C1Cc2[nH]nc(-c3nn[nH]n3)c2C1,0,0,0,0,0,0,0,0,0,0,-1
10484,CC1CCCC(=O)C1=O,0,0,0,0,-1,-1,0,0,0,0,0
10485,COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(=N)N2)cc1,0,0,0,0,0,0,0,0,-1,0,0
10486,O=C(O)COc1ccc(Cl)cc1,0,0,0,0,-1,-1,0,0,0,0,0
10487,CN=C(O)OCC[N+](C)(C)C,0,0,0,0,-1,-1,0,0,0,0,0
10488,Cc1[nH]c(/C=C2\C(O)=Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,0,0,0,0,0,0,0,0,0,0,-1
10489,COc1cc(C(C)C)ccc1C,0,0,0,0,0,0,0,0,0,0,0
10490,CCCCCCCCCCCC(=O)OC,0,0,0,0,-1,-1,0,0,0,0,0
10491,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(=N)O)[C@@H](OC)/C=C\C=C(/C)C(O)=NC(=CC1=O)C2=O,0,0,0,0,0,0,0,0,0,0,-1
10492,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,0,0,0,0,1,0,0,0,0,0,0
10493,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0,1,-1,1,-1,1,0,-1,0,0,-1
10494,CC1CNCCc2ccc(Cl)cc21,0,0,0,1,-1,-1,0,0,0,0,0
10495,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0,0,0,0,-1,-1,-1,0,0,0,-1
10496,O=C1N=C(O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1,0,0,0,0,0,0,0,0,0,0,-1
10497,C#CC[NH2+]C[C@@H](O)C(Cc1ccccc1)N=C(O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C,0,0,0,0,0,0,0,0,1,0,0
10498,Cc1cc(N2CCOCC2)cc2nc(-c3c(NC[C@@H](O)c4cccc(Cl)c4)ccnc3O)[nH]c12,0,0,0,0,0,0,0,0,0,0,-1
10499,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2.O=S(=O)(O)O,0,0,1,0,0,0,0,0,0,0,0
10500,CC(O)=NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCCCO3)c2)CC1,0,0,0,0,0,0,0,0,-1,0,0
10501,O=C=Nc1ccc(Cl)cc1,0,0,0,0,1,-1,0,0,0,0,0
10502,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,0,0,0,0,0,0,0,0,0,0,-1
10503,CC(C)[NH2+]CC(O)COc1ccc(CCOCC2CC2)cc1,-1,0,0,0,0,0,0,0,0,0,0
10504,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],-1,0,0,0,0,0,0,0,0,0,0
10505,O=C(CCl)C(Cl)Cl,0,0,0,0,0,1,0,0,0,0,0
10506,O=P1(NCCCl)OCCCN1CCCl,1,1,0,1,-1,-1,0,-1,0,0,-1
10507,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,0,0,0,0,0,0,0,0,0,0,-1
10508,Cc1ccccc1C(C(O)=NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,-1
10509,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3ccc(=N)n3CCO)CS[C@H]12)c1csc(=N)[nH]1,0,0,0,0,0,0,0,0,0,0,-1
10510,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,0,0,0,0,0,0,-1,0,0,0,0
10511,C[C@H](N)C(O)=N[C@@H](CCC(=N)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,-1
10512,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,0,0,0,0,0,0,-1,0,0,0,-1
